id,customerId,policyType,startDate,premiumPerMonth
219,435,Home,1/6/22,110.39
220,3882,Auto,3/12/20,130.27
221,4310,Home,8/12/21,130.96
222,2208,Auto,8/20/22,134.66
223,769,Auto,10/5/19,126.58
224,1932,Home,2/6/20,102.47
225,4247,Auto,12/17/19,144.3
226,1355,Auto,10/30/21,146.58
227,132,Home,1/11/22,127.24
228,4108,Pet,3/17/20,17.35
229,1440,Pet,3/15/21,15.97
230,33,Pet,7/26/21,28.99
231,3589,Home,10/30/20,111.93
232,2597,Home,7/12/22,100.54
233,3792,Pet,8/1/21,19.77
234,234,Auto,11/15/20,141.7
235,2762,Home,12/18/21,124
236,4646,Home,5/8/20,126.45
237,3825,Home,1/22/22,126.05
238,4828,Home,5/5/22,106.2
239,1957,Auto,10/20/19,144.16
240,3159,Pet,7/13/20,31.94
241,636,Auto,2/11/21,146.25
242,361,Pet,1/5/22,17.06
243,717,Auto,12/10/20,134
244,2139,Auto,10/15/21,141.56
245,3518,Auto,7/30/22,115.37
246,1218,Home,6/4/20,102.51
247,2944,Auto,12/7/19,118.65
248,2279,Auto,3/20/20,130.46
249,1840,Auto,11/26/19,141.16
250,3287,Auto,9/2/22,148.34
251,1649,Auto,2/22/20,127.33
252,1819,Home,8/14/21,133.54
253,1205,Home,3/17/21,107.81
254,3643,Auto,5/19/22,137.92
255,4748,Home,9/18/21,106.93
256,1945,Pet,11/14/19,21.69
257,1282,Home,10/13/21,112.23
258,4030,Pet,7/10/21,17.82
259,4457,Home,10/8/21,122.06
260,3483,Auto,3/18/22,116.33
261,4815,Home,1/18/22,106.5
262,4737,Home,6/9/20,117.54
263,4303,Pet,12/16/19,27.75
264,4696,Auto,5/24/21,137.7
265,4765,Pet,5/12/22,20.51
266,2493,Auto,3/2/22,122.47
267,4239,Auto,1/23/20,130.5
268,1835,Home,8/28/21,112.08
269,3621,Auto,4/21/22,141.38
270,251,Home,1/18/22,119.53
271,3780,Auto,9/18/22,144.97
272,3817,Pet,3/16/22,26.57
273,2880,Home,12/29/20,119.2
274,2795,Pet,2/5/22,27.97
275,1389,Auto,12/6/19,136.23
276,4622,Pet,6/29/20,29.14
277,769,Pet,11/11/19,33.88
278,4544,Home,7/22/22,117.03
279,3940,Home,12/16/21,95.7
280,4872,Home,8/16/20,115.5
281,295,Home,3/7/22,101.59
282,1255,Home,11/3/19,124.45
283,1714,Auto,5/4/20,143.36
284,2488,Home,9/18/22,130.01
285,2430,Auto,9/3/22,143.66
286,1721,Auto,12/31/20,147.49
287,4448,Home,2/12/20,130.11
288,985,Auto,12/3/21,138.61
289,1945,Auto,6/25/22,120.85
290,4684,Home,1/31/22,108.11
291,3422,Home,5/29/21,120.84
292,1493,Auto,7/31/20,121.67
293,1735,Home,6/3/22,107.82
294,2193,Home,7/22/22,119.97
295,4678,Home,12/24/19,123.26
296,798,Home,6/12/20,96
297,3140,Pet,6/5/22,16.93
298,3596,Pet,1/19/21,35.71
299,3361,Auto,9/15/22,125.66
300,35,Home,12/14/19,125.3
301,306,Pet,1/31/21,16.96
302,2584,Home,5/6/21,124.19
303,1666,Auto,11/10/19,133.52
304,3466,Home,12/12/19,126.34
305,4268,Home,10/4/21,130.1
306,3757,Home,12/4/20,118.88
307,2771,Home,11/21/20,125.55
308,1157,Pet,3/19/21,26.57
309,698,Auto,11/27/21,144.42
310,3611,Auto,12/4/21,128.48
311,1269,Home,11/15/19,99.78
312,361,Auto,9/8/20,142.77
313,3689,Auto,6/6/20,144.45
314,1534,Auto,9/26/20,150.57
315,626,Auto,10/29/20,149.82
316,2945,Home,4/13/21,96.31
317,4808,Pet,10/8/22,21.51
318,792,Home,2/21/20,98.87
319,1984,Home,7/3/21,120.49
320,2486,Home,8/26/20,107.39
321,4445,Home,6/4/21,130.87
322,897,Auto,4/26/22,135.91
323,292,Home,6/22/20,122.3
324,2033,Pet,10/19/20,22.2
325,2122,Home,5/5/21,125.83
326,2504,Home,10/22/21,103.63
327,2137,Home,2/25/21,117.66
328,1137,Auto,10/19/20,129.04
329,3799,Home,8/15/22,103.77
330,287,Auto,8/7/20,116.94
331,154,Home,1/17/21,121.36
332,1795,Auto,2/26/21,137.32
333,4299,Auto,3/1/20,142.11
334,3569,Auto,11/10/21,128.2
335,1128,Home,3/24/21,113.2
336,2455,Home,4/2/20,117.94
337,4198,Home,10/14/21,121.99
338,2490,Home,1/30/22,96.74
339,339,Auto,1/13/21,147.39
340,4680,Home,5/3/21,113.69
341,3229,Home,1/16/21,121.63
342,4223,Home,4/27/22,105.2
343,4874,Home,6/28/22,96.82
344,243,Home,1/11/20,124.67
345,3951,Pet,3/19/21,23.09
346,3779,Pet,6/19/22,24.34
347,3355,Home,6/23/20,120.36
348,3388,Home,6/6/22,126.62
349,3818,Auto,6/11/20,132.39
350,4505,Home,3/26/22,110.26
351,4238,Auto,12/20/19,147.43
352,375,Home,8/27/20,122.49
353,1828,Auto,12/6/20,149.52
354,734,Auto,9/1/21,135.63
355,4133,Auto,7/25/22,123.34
356,616,Pet,5/6/22,31.21
357,1570,Auto,8/15/21,147.1
358,3135,Auto,2/26/20,155.69
359,4604,Home,9/13/22,122.46
360,2846,Pet,12/31/21,15.64
361,3665,Auto,5/1/20,142.04
362,2872,Home,11/12/19,107.49
363,2670,Pet,3/15/20,27.69
364,27,Home,7/22/21,121.95
365,817,Auto,6/12/20,151.33
366,210,Home,9/12/22,127.06
367,4885,Home,5/21/21,113.74
368,2168,Home,1/25/20,129.17
369,3115,Pet,12/10/21,15.6
370,4825,Home,9/11/22,108.21
371,4494,Auto,12/8/20,121.77
372,4544,Home,10/14/19,113.27
373,2942,Home,4/21/21,125.86
374,299,Home,5/21/20,127.73
375,623,Home,10/6/21,102.81
376,1231,Home,1/11/20,126.6
377,3084,Home,3/19/22,106.53
378,255,Pet,10/14/21,26.12
379,3388,Home,10/1/20,104.15
380,1095,Auto,6/4/22,148.33
381,963,Home,4/28/21,99.05
382,2633,Home,10/7/20,104.28
383,97,Pet,3/6/21,25.93
384,2391,Auto,12/10/21,152.5
385,268,Home,11/15/19,96.11
386,1998,Auto,6/11/20,122.31
387,3284,Auto,10/11/20,120.05
388,183,Auto,9/26/22,148.35
389,3846,Auto,11/15/19,134.36
390,4198,Auto,4/7/20,147.06
391,2757,Home,2/1/20,99.76
392,4203,Auto,3/4/21,131.31
393,591,Auto,11/7/21,119.42
394,4109,Auto,6/30/20,123.38
395,4862,Auto,4/10/20,138.03
396,3292,Home,5/28/20,127.29
397,1515,Home,5/19/20,96.97
398,82,Auto,12/7/21,134.02
399,986,Home,6/3/22,114.52
400,718,Home,9/11/22,112.59
401,3398,Auto,6/8/21,153.06
402,944,Auto,7/8/22,119.48
403,3710,Auto,2/26/20,115.93
404,3577,Home,2/21/21,131.45
405,3796,Auto,6/6/20,121.8
406,1740,Home,3/23/20,134.74
407,4929,Auto,9/21/22,146.61
408,4319,Home,6/19/20,132.14
409,2694,Auto,5/11/22,136.66
410,20,Home,4/9/22,121.06
411,2046,Home,4/4/20,109.69
412,2427,Home,11/10/20,127.96
413,4331,Home,9/23/22,126.12
414,349,Home,2/23/20,135.84
415,2122,Auto,1/2/20,143.19
416,1614,Home,7/7/22,114.11
417,2756,Auto,2/4/21,133.68
418,2956,Auto,4/21/20,138.52
419,1985,Home,8/18/20,132.27
420,1179,Home,3/3/21,106.5
421,4376,Home,9/24/21,130.05
422,2302,Auto,8/11/20,147.16
423,2747,Home,2/17/20,123.68
424,3935,Home,3/13/20,113.91
425,2434,Home,3/28/21,132.53
426,3072,Pet,10/6/22,17.72
427,2932,Pet,1/30/20,25.24
428,3769,Auto,9/6/21,120.74
429,1673,Home,6/8/21,126.84
430,506,Home,8/9/22,126.9
431,4436,Auto,10/28/20,139.51
432,2035,Auto,1/4/20,115.44
433,1725,Auto,5/30/20,127.92
434,2900,Auto,11/15/19,131.23
435,2078,Pet,10/1/22,27.23
436,4309,Home,8/29/22,135.61
437,1927,Home,10/20/21,133.62
438,1189,Auto,1/26/21,127.5
439,178,Auto,3/18/22,153.11
440,3394,Auto,7/7/20,117.87
441,4406,Auto,8/1/21,123.35
442,2909,Pet,2/25/22,22.22
443,2329,Home,4/29/22,120.45
444,3755,Auto,10/27/19,138.24
445,3192,Auto,1/31/21,136.3
446,450,Home,10/24/20,133.78
447,3399,Home,12/7/20,128.54
448,1496,Home,2/4/20,102.43
449,1753,Home,5/21/20,121.2
450,1521,Pet,2/24/22,30.82
451,3818,Pet,3/20/22,25.94
452,85,Home,4/14/22,126.22
453,356,Home,12/20/21,133.08
454,254,Pet,10/16/19,23.09
455,4554,Home,7/16/22,102.81
456,4998,Home,1/21/20,133.76
457,1223,Pet,1/27/21,29.09
458,3186,Home,8/19/21,111.65
459,969,Auto,5/26/21,130.36
460,3030,Pet,11/17/19,33.99
461,999,Pet,10/6/21,17.32
462,289,Auto,5/9/22,125.39
463,4637,Auto,12/12/21,137.29
464,463,Pet,7/5/21,20.2
465,4656,Home,10/13/21,116.54
466,957,Auto,8/25/20,123.91
467,972,Auto,4/9/22,117.66
468,1121,Auto,9/26/20,125.07
469,2630,Auto,11/9/19,152.14
470,2820,Home,9/6/21,101.85
471,3188,Home,2/17/20,104.29
472,4135,Home,6/24/22,102.77
473,2460,Home,2/3/21,127
474,162,Auto,7/4/21,135.2
475,1087,Home,7/18/20,135.34
476,3333,Auto,3/15/22,124.52
477,3924,Home,7/27/22,135.17
478,572,Auto,12/11/19,146.5
479,1068,Home,7/12/20,100
480,1467,Auto,6/24/22,125.4
481,4976,Pet,8/1/22,17.81
482,2816,Auto,2/20/22,132.63
483,4062,Home,7/1/20,102.52
484,4639,Home,11/8/20,113.64
485,103,Auto,7/19/22,135.75
486,2230,Home,6/20/20,96.95
487,515,Home,8/22/21,107.73
488,2052,Home,1/15/20,111.47
489,2017,Home,2/25/22,101.84
490,4876,Home,10/6/19,106.41
491,475,Auto,8/1/21,144.89
492,3187,Home,2/3/20,134.06
493,4349,Home,10/25/21,133.65
494,3189,Pet,5/29/20,24.48
495,4898,Auto,1/26/21,133.18
496,1843,Auto,9/22/20,126.3
497,1731,Home,11/11/19,104.13
498,806,Auto,6/19/21,133.46
499,2822,Auto,7/7/20,143.89
500,4153,Auto,10/12/21,126.23
501,2744,Pet,12/28/20,35.22
502,1883,Auto,7/3/21,135.33
503,3603,Home,1/12/22,125.73
504,4102,Auto,12/20/20,119.99
505,4016,Auto,7/7/22,132.06
506,2689,Auto,10/13/20,121.76
507,90,Pet,1/29/20,26.53
508,2670,Home,8/16/22,107
509,3307,Home,7/13/22,115.14
510,411,Home,2/13/21,109.74
511,511,Home,4/27/21,115.59
512,1040,Home,12/2/20,123.38
513,4064,Auto,1/5/20,146.17
514,1132,Pet,10/10/20,24.96
515,1949,Home,12/14/20,95.64
516,3838,Auto,10/1/20,126.85
517,2166,Home,3/20/21,121.47
518,4729,Pet,2/19/20,31.57
519,1348,Pet,7/29/20,27.75
520,4925,Auto,3/26/22,154.79
521,830,Home,3/27/21,115.72
522,3894,Pet,9/8/20,29.75
523,4448,Home,3/13/20,118
524,4161,Home,9/30/21,120.38
525,91,Auto,11/3/19,147.1
526,3682,Home,1/3/22,108.42
527,1387,Home,7/16/22,105.33
528,1893,Auto,4/14/20,137.81
529,3483,Auto,1/9/21,116.75
530,4910,Auto,5/28/22,125.5
531,3074,Auto,8/20/20,127.33
532,2622,Auto,12/20/19,146.06
533,2916,Auto,10/6/20,126.47
534,3020,Home,11/28/19,130.87
535,2162,Home,3/2/22,112.55
536,2278,Auto,5/5/21,144.26
537,534,Auto,12/21/19,148.06
538,1849,Home,10/27/20,118.01
539,773,Auto,7/31/21,131.23
540,2734,Pet,9/23/20,17.56
541,4996,Home,2/14/21,108.94
542,3659,Home,1/20/22,111.7
543,4019,Auto,5/27/20,127.71
544,3490,Pet,9/10/21,30.44
545,1685,Auto,12/13/20,139.23
546,3841,Auto,9/17/20,125.98
547,1211,Home,12/9/20,115.45
548,3857,Home,6/30/21,109.39
549,1453,Pet,5/7/20,33.52
550,3428,Auto,7/3/20,152.04
551,3860,Auto,3/10/21,123.59
552,4928,Home,5/20/21,97.79
553,752,Home,4/19/22,97.63
554,3781,Home,4/13/21,101.8
555,2432,Home,12/2/19,131.06
556,4494,Pet,6/18/21,34.31
557,2219,Auto,1/16/21,135.7
558,2016,Auto,11/15/20,118.88
559,871,Home,7/1/21,96.16
560,2950,Home,2/8/21,116.2
561,3667,Pet,11/10/21,28.58
562,3626,Home,7/24/22,125.14
563,3711,Home,5/17/20,102.94
564,2754,Auto,9/30/20,136.13
565,2863,Home,6/3/21,120.92
566,2,Auto,4/21/22,140.63
567,1024,Auto,12/31/20,116.16
568,1761,Auto,8/14/21,139.21
569,63,Auto,8/12/20,147.67
570,1199,Pet,9/2/20,17.69
571,4259,Auto,4/11/22,139.33
572,1938,Home,12/24/20,131.63
573,3641,Home,12/10/21,102.27
574,437,Auto,11/21/20,127.39
575,3347,Auto,7/22/20,151.84
576,3005,Auto,1/4/21,151.19
577,2052,Auto,12/5/21,145.94
578,2763,Home,11/12/19,103.26
579,4181,Home,9/10/20,120.39
580,4947,Home,10/7/19,102.21
581,4025,Auto,3/20/20,120.63
582,2443,Home,6/12/22,118
583,1953,Auto,4/18/22,119.23
584,4690,Auto,5/10/21,146.82
585,3028,Home,4/30/22,108.26
586,4591,Home,7/24/20,111.41
587,3419,Home,8/1/22,98.37
588,3630,Home,7/1/21,131.94
589,753,Auto,5/19/21,153.67
590,2431,Auto,7/20/20,116.09
591,2802,Pet,2/8/21,20.1
592,4354,Auto,11/3/21,136.29
593,4,Home,11/13/19,131.21
594,3997,Home,6/5/22,107.95
595,324,Home,6/2/20,133.94
596,1480,Home,7/24/21,135.64
597,582,Home,6/20/20,98.6
598,4111,Auto,4/22/20,117.34
599,421,Auto,4/29/21,125.39
600,4708,Auto,7/11/22,135.08
601,4188,Auto,6/6/21,119.63
602,730,Home,4/15/21,112.89
603,994,Auto,9/1/20,116.42
604,1722,Home,7/2/21,133.23
605,2742,Auto,2/13/20,127.09
606,3139,Auto,7/2/21,147.54
607,3272,Home,7/3/20,112.86
608,1872,Auto,12/27/19,150.66
609,1107,Home,12/7/19,130.69
610,3655,Pet,1/4/20,16.67
611,2494,Home,7/6/22,102.02
612,1222,Auto,7/22/21,127.79
613,4884,Home,2/19/20,103.08
614,126,Home,2/8/21,100.9
615,2518,Auto,9/30/21,137.37
616,636,Pet,10/9/19,25.87
617,1511,Home,11/20/20,122.38
618,624,Pet,6/7/20,27.61
619,4211,Home,7/1/22,127.05
620,3746,Home,8/25/20,123.49
621,1212,Home,1/27/21,123.95
622,1141,Home,2/22/20,125.59
623,2294,Auto,5/9/21,145.41
624,3493,Auto,3/17/20,122.32
625,372,Home,3/3/20,101.98
626,556,Home,10/7/21,105.97
627,844,Home,8/2/22,130.49
628,3321,Auto,2/7/20,148.05
629,4747,Home,3/14/21,97.02
630,2892,Home,6/21/22,109.4
631,3616,Home,1/19/21,95.76
632,231,Home,5/18/20,132.25
633,825,Auto,8/31/20,135.65
634,4574,Auto,12/13/21,116.14
635,3079,Pet,10/26/19,30.77
636,1972,Auto,9/28/22,155.74
637,785,Auto,8/9/22,117.17
638,4092,Auto,8/23/20,142.73
639,2529,Pet,2/6/21,35.82
640,381,Auto,4/26/22,142.03
641,2028,Auto,1/9/22,141.92
642,2429,Auto,1/27/22,129.12
643,2891,Pet,3/28/21,19.57
644,598,Home,7/8/21,124.26
645,1632,Auto,3/6/21,154.36
646,4463,Auto,2/21/22,122.48
647,27,Auto,8/9/21,142.52
648,4427,Auto,4/20/20,143.99
649,550,Home,10/25/21,100.46
650,4414,Pet,4/5/21,21.79
651,987,Home,8/25/20,105.93
652,4116,Home,12/4/19,100.83
653,383,Home,12/18/20,118.78
654,3700,Auto,6/24/22,120.23
655,650,Auto,8/28/22,138.37
656,4687,Home,10/12/19,126.75
657,2329,Home,5/25/22,120.78
658,1984,Home,1/7/22,129.61
659,1403,Auto,2/12/21,137.97
660,176,Auto,2/1/20,118.54
661,1871,Auto,2/3/22,144.27
662,776,Auto,8/4/21,145.08
663,2052,Pet,11/7/20,20.68
664,2785,Home,5/22/20,99.84
665,4794,Pet,7/24/20,15.4
666,376,Auto,8/6/21,139.15
667,2617,Auto,3/12/21,143.06
668,4927,Auto,1/23/20,117.2
669,1127,Pet,12/9/21,27.37
670,696,Pet,4/20/20,26.4
671,29,Auto,8/14/20,139.26
672,1209,Auto,1/8/22,128.1
673,2431,Home,4/10/21,127.12
674,2884,Home,11/5/21,109.86
675,1262,Auto,6/2/21,151.79
676,4120,Auto,8/23/22,136.65
677,2926,Pet,1/7/20,23.85
678,4866,Auto,9/19/21,115.81
679,2589,Home,10/5/22,113.21
680,2498,Home,6/3/21,111.88
681,1457,Home,8/15/20,128.64
682,1203,Home,10/29/19,111.21
683,2019,Home,1/13/22,99.65
684,2074,Home,1/21/22,119.54
685,1034,Home,7/30/22,118.64
686,1236,Auto,1/23/20,123.35
687,4382,Auto,10/3/22,138.9
688,2298,Auto,1/18/22,139.07
689,4004,Home,7/1/20,134.78
690,792,Pet,11/7/19,23.12
691,3171,Pet,11/6/20,26.73
692,1291,Auto,7/12/20,122.26
693,424,Auto,12/22/19,119.05
694,1539,Auto,3/25/21,124.58
695,1135,Home,7/4/22,120.95
696,2048,Home,1/31/22,122.62
697,4935,Auto,11/18/20,143.45
698,2081,Auto,3/22/22,151.38
699,2030,Home,7/25/21,105.89
700,1616,Pet,10/28/19,22.09
701,571,Home,7/24/21,114.58
702,1001,Home,9/23/22,113.57
703,2008,Auto,11/6/20,129.13
704,4709,Auto,10/17/19,140.47
705,4087,Auto,9/9/20,143.18
706,4546,Home,10/2/21,123.99
707,293,Home,8/23/22,111.44
708,4844,Auto,2/11/22,146.47
709,4773,Home,11/7/19,133.88
710,1228,Home,11/23/21,104.61
711,2077,Home,1/15/21,112.91
712,682,Pet,3/24/21,22.78
713,1440,Home,5/8/20,131.28
714,3527,Pet,8/17/21,35.11
715,2240,Auto,4/15/21,119.07
716,2722,Home,1/29/22,112.74
717,4163,Home,4/24/21,102.81
718,2851,Home,5/4/22,100.93
719,2406,Home,11/18/19,117.13
720,1019,Auto,6/21/20,151.28
721,919,Home,8/8/22,114.61
722,2379,Home,10/11/21,103.7
723,4858,Home,10/22/21,97.24
724,1406,Home,5/21/21,111.53
725,4656,Auto,3/25/21,155.75
726,1,Auto,10/11/20,121.49
727,289,Home,5/5/20,131.01
728,891,Home,9/23/20,107.6
729,1651,Home,4/13/22,120.68
730,3761,Home,4/11/22,99.69
731,1126,Home,11/30/19,118.82
732,1348,Home,5/22/21,98.83
733,338,Home,3/9/20,114.49
734,3443,Auto,7/7/22,125.21
735,934,Pet,10/18/21,22.1
736,2258,Pet,5/13/22,22.5
737,4398,Auto,11/5/19,153.13
738,1462,Home,9/4/21,100.41
739,1269,Auto,7/10/20,139.95
740,1644,Pet,5/5/21,17.06
741,4061,Pet,11/19/20,20.3
742,1297,Pet,1/10/22,35.87
743,1911,Home,5/28/20,97.25
744,1366,Auto,8/26/22,154.77
745,2913,Home,8/8/20,119.11
746,4027,Home,4/15/21,127.41
747,4914,Home,6/22/21,135.95
748,4794,Auto,6/17/20,116.07
749,1426,Pet,1/15/20,27.72
750,3015,Home,7/24/21,110.82
751,2248,Auto,1/5/21,121.32
752,491,Auto,11/3/20,142.16
753,1943,Auto,10/7/21,139.9
754,3173,Home,7/1/20,113.94
755,974,Pet,3/30/20,28.95
756,1801,Home,4/27/20,121.66
757,1423,Home,4/17/20,110.89
758,648,Auto,7/2/22,146.09
759,3033,Auto,11/9/21,115.99
760,2096,Home,12/3/19,125.65
761,1005,Home,4/28/20,123.08
762,2888,Home,1/27/21,135.1
763,4054,Pet,6/14/21,34.59
